,ID,time,PARA1,PARA2,CH,RISE,COUN,ENER,DURATION,AMP,A-FRQ,RMS,PCNTS,I-FRQ,ABS-ENERGY,FRQ-C,P-FRQ,Cum Count,Cum Energy,NCC,NCE,Image Index,Size,FCDN Size
15087,1,9325.16453,9.0304,0.0453,1,5,4,0,62,49,65,0.0016,2,400,1165,418,141,33574,14929218.33,1.675098538,1.849054546,,1.297,1.331
15089,1,9326.157834,9.006,0.044,2,3,1,0,3,45,333,0.0014,1,333,387.66,485,29,33576,14930068.36,1.675198324,1.849159826,,1.301,1.338
15090,1,9326.157837,9.006,0.044,1,0,1,0,0,42,0,0.0016,1,1000,367.08,523,34,33577,14930435.44,1.675248216,1.849205291,,1.301,1.338
15091,1,9326.559328,9.0152,0.0443,2,1,7,0,85,49,82,0.0014,1,1000,1546,382,141,33584,14931981.44,1.675597465,1.84939677,,1.302,1.338
15092,1,9326.559329,9.0152,0.0443,1,6,5,0,77,52,65,0.0016,2,333,1394,408,146,33589,14933375.44,1.675846929,1.849569424,,1.302,1.338
15096,1,9327.170196,9.003,0.0451,2,0,1,0,0,40,0,0.0014,1,1000,302.405,554,39,33593,14934503.97,1.6760465,1.849709198,,1.305,1.341
15097,1,9327.550013,8.7588,0.0419,2,5,3,0,18,53,167,0.0014,2,400,1424,388,141,33596,14935927.97,1.676196178,1.849885567,,1.306,1.344
15098,1,9327.550014,8.7588,0.0419,1,2,3,0,47,48,64,0.0014,1,500,740.304,453,161,33599,14936668.27,1.676345856,1.849977257,,1.306,1.344
15099,1,9327.572896,8.9084,0.0455,2,2,2,0,6,45,333,0.0014,1,500,450.962,520,141,33601,14937119.23,1.676445642,1.85003311,,1.306,1.344
15100,1,9327.572897,8.9084,0.0455,1,0,2,0,5,43,400,0.0016,1,1000,488.724,514,39,33603,14937607.96,1.676545427,1.850093642,,1.306,1.344
15101,1,9327.754765,8.9328,0.0436,2,0,1,0,0,41,0,0.0014,1,1000,290.538,546,63,33604,14937898.5,1.67659532,1.850129626,,1.307,1.344
15102,1,9327.754766,8.9328,0.0436,1,0,1,0,0,40,0,0.0014,1,1000,449.607,518,39,33605,14938348.1,1.676645213,1.850185311,,1.307,1.344
15103,1,9328.34987,8.7497,0.042,1,0,1,0,0,40,0,0.0016,1,1000,213.54,574,34,33606,14938561.64,1.676695106,1.850211759,,1.309,1.346
15104,1,9328.352302,8.8595,0.0426,2,5,4,0,50,55,80,0.0014,2,400,1908,335,141,33610,14940469.64,1.676894676,1.850448074,,1.309,1.346
15105,1,9328.352302,8.8595,0.0426,1,5,4,0,39,52,103,0.0016,2,400,1041,401,161,33614,14941510.64,1.677094247,1.850577007,,1.309,1.346
15106,1,9328.354943,8.948,0.0436,2,3,1,0,3,44,333,0.0014,1,333,302.485,502,29,33615,14941813.13,1.67714414,1.850614472,,1.309,1.346
15107,1,9328.354946,8.948,0.0436,1,0,1,0,1,43,1000,0.0016,1,1000,382.242,579,39,33616,14942195.37,1.677194033,1.850661814,,1.309,1.346
15108,1,9328.356645,8.9755,0.0439,1,0,1,0,0,40,0,0.0016,1,1000,232.392,592,39,33617,14942427.76,1.677243926,1.850690597,,1.309,1.346
15109,1,9328.948016,8.652,0.0413,1,3,1,0,3,41,333,0.0014,1,333,390.229,546,63,33618,14942817.99,1.677293818,1.850738929,,1.311,1.348
15110,1,9328.948018,8.652,0.0413,2,4,1,0,4,42,250,0.0014,1,250,265.017,516,34,33619,14943083.01,1.677343711,1.850771753,,1.311,1.348
15111,1,9329.157319,8.9969,0.0442,1,0,1,0,3,45,333,0.0014,1,1000,413.105,468,34,33620,14943496.11,1.677393604,1.850822917,,1.312,1.348
15113,1,9329.957633,9.006,0.044,2,0,1,0,0,40,0,0.0014,1,1000,308.796,509,34,33622,14944079.89,1.677493389,1.850895221,,1.315,1.353
15114,1,9330.363279,9.0396,0.0449,1,0,1,0,1,43,1000,0.0016,1,1000,603.488,520,34,33623,14944683.38,1.677543282,1.850969966,,1.317,1.353
15121,1,9331.564088,9.0304,0.0449,2,0,1,0,1,43,1000,0.0014,1,1000,456.943,525,34,33640,14950580.11,1.678391458,1.851700304,,1.321,1.359
15122,1,9331.564089,9.0304,0.0449,1,0,1,0,0,40,0,0.0016,1,1000,483.234,543,34,33641,14951063.34,1.678441351,1.851760154,,1.321,1.359
15123,1,9331.570531,8.9755,0.0455,2,0,1,0,1,45,1000,0.0014,1,1000,315.143,512,39,33642,14951378.48,1.678491244,1.851799186,,1.321,1.359
15124,1,9331.573225,8.8626,0.0455,2,0,1,0,0,41,0,0.0014,1,1000,418.874,572,39,33643,14951797.36,1.678541137,1.851851066,,1.321,1.359
15126,1,9332.368268,9.0396,0.0454,1,0,1,0,0,40,0,0.0016,1,1000,533.124,520,29,33645,14952680.39,1.678640922,1.851960434,,1.324,1.363
15127,1,9332.368268,9.0396,0.0454,2,2,1,0,3,40,333,0.0014,1,500,414.604,481,39,33646,14953095,1.678690815,1.852011785,,1.324,1.363
15128,1,9332.754571,8.9541,0.0435,2,0,1,0,0,41,0,0.0014,1,1000,195.484,616,34,33647,14953290.48,1.678740707,1.852035996,,1.326,1.363
15129,1,9333.166342,9.0274,0.0458,2,8,17,2,137,60,124,0.0014,2,250,9382,397,141,33664,14962672.48,1.679588884,1.853198001,,1.327,1.363
15130,1,9333.166342,9.0274,0.0458,1,2,14,1,128,56,109,0.0016,1,500,3649,465,239,33678,14966321.48,1.680287382,1.853649947,,1.327,1.363
15131,1,9333.569482,9.006,0.0455,2,5,4,0,50,53,80,0.0014,2,400,1759,389,141,33682,14968080.48,1.680486953,1.853867808,,1.329,1.367
15132,1,9333.569483,9.006,0.0455,1,2,2,0,42,49,48,0.0016,1,500,962.012,452,141,33684,14969042.49,1.680586739,1.853986957,,1.329,1.367
15133,1,9333.575943,8.7069,0.0451,2,0,1,0,0,40,0,0.0014,1,1000,244.997,583,39,33685,14969287.49,1.680636631,1.854017302,,1.329,1.367
15135,1,9334.36959,8.9816,0.0454,2,3,1,0,4,50,250,0.0014,1,333,684.563,376,29,33687,14970224.56,1.680736417,1.854133362,,1.332,1.37
15136,1,9334.369593,8.9816,0.0454,1,0,1,0,1,46,1000,0.0016,1,1000,494.542,454,34,33688,14970719.11,1.680786309,1.854194615,,1.332,1.37
15137,1,9335.957384,9.006,0.0444,2,5,3,0,29,48,103,0.0014,2,400,796.442,418,141,33691,14971515.55,1.680935988,1.854293258,,1.338,1.377
15138,1,9335.957384,9.006,0.0444,1,0,2,0,24,45,83,0.0016,1,1000,469.038,476,141,33693,14971984.59,1.681035773,1.85435135,,1.338,1.377
15139,1,9336.170088,8.9999,0.0455,2,5,4,0,35,55,114,0.0014,2,400,1669,353,141,33697,14973653.59,1.681235344,1.854558064,,1.339,1.377
15140,1,9336.170089,8.9999,0.0455,1,0,3,0,25,44,120,0.0014,1,1000,620.091,458,39,33700,14974273.68,1.681385022,1.854634865,,1.339,1.377
15141,1,9336.965008,9.0213,0.0455,2,0,1,0,1,43,1000,0.0014,1,1000,402.619,537,131,33701,14974676.3,1.681434915,1.854684731,,1.342,1.381
15144,1,9337.764827,9.0304,0.0455,2,3,2,0,42,50,48,0.0014,1,333,947.952,409,141,33708,14976853.26,1.681784164,1.854954358,,1.345,1.384
15145,1,9337.764828,9.0304,0.0455,1,5,2,0,10,53,200,0.0014,2,400,1116,395,161,33710,14977969.26,1.68188395,1.85509258,,1.345,1.384
15146,1,9338.161001,9.0091,0.045,2,5,3,0,33,50,91,0.0014,2,400,818.565,399,107,33713,14978787.82,1.682033628,1.855193963,,1.347,1.385
15147,1,9338.161002,9.0091,0.045,1,5,3,0,24,50,125,0.0014,2,400,784.785,403,107,33716,14979572.61,1.682183306,1.855291163,,1.347,1.385
15150,1,9338.74504,8.4933,0.0402,2,0,1,0,5,41,200,0.0014,1,1000,282.873,499,141,33719,14980554.9,1.682332984,1.855412824,,1.349,1.387
15151,1,9338.746208,8.5604,0.0406,1,3,2,0,8,50,250,0.0014,1,333,741.404,391,156,33721,14981296.3,1.68243277,1.85550465,,1.349,1.387
15152,1,9338.756226,8.9816,0.0442,2,5,4,0,36,52,111,0.0014,1,200,1027,372,126,33725,14982323.3,1.68263234,1.855631849,,1.349,1.387
15153,1,9338.756226,8.9816,0.0442,1,9,3,0,19,46,158,0.0014,2,222,546.746,424,126,33728,14982870.05,1.682782019,1.855699566,,1.349,1.387
15156,1,9339.557595,8.9938,0.0443,2,2,2,0,5,47,400,0.0014,1,500,489.613,466,146,33736,14985458.66,1.683181161,1.856020178,,1.352,1.389
15157,1,9339.74759,8.6489,0.0411,2,0,1,0,1,43,1000,0.0014,1,1000,318.374,540,146,33737,14985777.04,1.683231053,1.856059611,,1.353,1.389
15158,1,9339.754375,8.9419,0.0434,2,0,2,0,32,43,63,0.0014,1,1000,552.429,428,112,33739,14986329.47,1.683330839,1.856128032,,1.353,1.389
15159,1,9339.75438,8.9419,0.0434,1,1,1,0,4,50,250,0.0016,1,1000,733.04,427,146,33740,14987062.51,1.683380731,1.856218822,,1.353,1.389
15160,1,9339.762698,9.0548,0.0451,2,0,1,0,0,42,0,0.0014,1,1000,260.566,536,29,33741,14987323.07,1.683430624,1.856251094,,1.353,1.389
15161,1,9339.948361,8.6764,0.0417,2,5,2,0,6,45,333,0.0014,2,400,409.739,481,29,33743,14987732.81,1.68353041,1.856301842,,1.354,1.393
15162,1,9339.948362,8.6764,0.0417,1,2,2,0,5,41,400,0.0016,1,500,449.267,481,29,33745,14988182.08,1.683630195,1.856357486,,1.354,1.393
15163,1,9341.141491,8.2461,0.0388,2,0,1,0,3,46,333,0.0014,1,1000,341.488,440,34,33746,14988523.57,1.683680088,1.856399782,,1.358,1.398
15164,1,9341.141492,8.2461,0.0388,1,0,1,0,0,40,0,0.0014,1,1000,234.221,544,29,33747,14988757.79,1.683729981,1.856428791,,1.358,1.398
15165,1,9341.560333,9.0426,0.0449,2,0,1,0,0,41,0,0.0014,1,1000,253.843,549,39,33748,14989011.63,1.683779873,1.85646023,,1.36,1.398
15166,1,9342.158814,9.0152,0.0448,2,0,1,0,0,40,0,0.0014,1,1000,297.849,584,29,33749,14989309.48,1.683829766,1.85649712,,1.362,1.401
15167,1,9342.562538,9.0304,0.0451,2,1,1,0,1,44,1000,0.0014,1,1000,232.352,541,34,33750,14989541.83,1.683879659,1.856525898,,1.364,1.401
15168,1,9342.56254,9.0304,0.0451,1,0,1,0,0,40,0,0.0016,1,1000,224.759,593,34,33751,14989766.59,1.683929551,1.856553735,,1.364,1.401
15173,1,9343.554642,8.9419,0.0435,1,2,1,0,3,45,333,0.0014,1,500,371.83,494,29,33759,14992572.9,1.684328693,1.85690131,,1.368,1.408
15174,1,9343.565138,9.0213,0.0456,2,0,1,0,1,43,1000,0.0014,1,1000,302.841,526,29,33760,14992875.74,1.684378586,1.856938818,,1.368,1.408
15175,1,9343.763303,9.0487,0.0455,2,5,2,0,6,49,333,0.0014,2,400,777.175,390,141,33762,14993652.91,1.684478372,1.857035075,,1.369,1.408
15176,1,9343.763305,9.0487,0.0455,1,3,1,0,4,51,250,0.0014,1,333,1020,398,34,33763,14994672.91,1.684528264,1.857161407,,1.369,1.408
15177,1,9344.150888,8.8076,0.0424,2,0,1,0,0,40,0,0.0014,1,1000,196.122,635,39,33764,14994869.04,1.684578157,1.857185698,,1.37,1.41
15180,1,9344.273839,1.0224,0.0066,2,0,1,0,0,41,0,0.0014,1,1000,181.593,613,126,33767,14996127.37,1.684727835,1.857341548,,1.371,1.41
15181,1,9344.273839,1.0224,0.0066,1,0,1,0,0,40,0,0.0016,1,1000,106.789,672,29,33768,14996234.16,1.684777728,1.857354775,,1.371,1.41
15182,1,9344.353705,8.9022,0.0436,2,0,1,0,1,45,1000,0.0014,1,1000,392.535,502,141,33769,14996626.7,1.684827621,1.857403393,,1.371,1.41
15183,1,9344.353705,8.9022,0.0436,1,3,1,0,3,44,333,0.0016,1,333,432.418,465,34,33770,14997059.12,1.684877513,1.85745695,,1.371,1.41
15184,1,9344.371637,8.9663,0.0459,1,0,1,0,1,44,1000,0.0016,1,1000,410.651,514,29,33771,14997469.77,1.684927406,1.857507811,,1.371,1.41
15186,1,9344.956209,8.9908,0.0439,1,0,1,0,1,43,1000,0.0016,1,1000,240.759,528,63,33773,14997985.53,1.685027192,1.85757169,,1.373,1.413
15187,1,9345.361188,9.0487,0.0451,2,5,2,0,5,46,400,0.0014,2,400,490.984,504,141,33775,14998476.52,1.685126977,1.857632502,,1.375,1.415
15188,1,9346.073664,1.0193,0.0066,2,0,1,0,0,40,0,0.0014,1,1000,179.387,637,34,33776,14998655.9,1.68517687,1.857654719,,1.378,1.418
15189,1,9346.94981,8.7771,0.0424,1,0,1,0,0,40,0,0.0014,1,1000,273.368,567,63,33777,14998929.27,1.685226762,1.857688577,,1.381,1.42
15190,1,9346.949811,8.7771,0.0424,2,0,1,0,3,45,333,0.0014,1,1000,293.666,482,29,33778,14999222.94,1.685276655,1.857724949,,1.381,1.42
15191,1,9347.157805,9.0091,0.0445,2,0,1,0,0,40,0,0.0014,1,1000,214.334,527,34,33779,14999437.27,1.685326548,1.857751495,,1.382,1.42
15192,1,9347.177451,8.6184,0.0457,1,0,1,0,0,40,0,0.0016,1,1000,228.426,601,39,33780,14999665.7,1.685376441,1.857779787,,1.382,1.42
15193,1,9347.353121,8.8992,0.0433,2,6,12,1,109,60,110,0.0014,2,333,5813,305,141,33792,15005478.7,1.685975153,1.858499755,,1.383,1.42
15194,1,9347.353122,8.8992,0.0433,1,6,10,1,83,60,120,0.0014,2,333,4841,340,161,33802,15010319.7,1.686474081,1.859099336,,1.383,1.42
15195,1,9347.858513,1.0437,0.0082,2,0,1,0,0,41,0,0.0014,1,1000,295.702,551,126,33803,15010615.4,1.686523973,1.85913596,,1.385,1.42
15196,1,9347.858513,1.0437,0.0082,1,0,1,0,0,40,0,0.0016,1,1000,187.757,620,29,33804,15010803.16,1.686573866,1.859159215,,1.385,1.42
15197,1,9347.873735,1.0315,0.0066,2,0,1,0,4,40,250,0.0014,1,1000,210.753,547,122,33805,15011013.91,1.686623759,1.859185317,,1.385,1.42
15198,1,9348.073803,1.0163,0.0064,2,0,1,0,0,40,0,0.0014,1,1000,185.684,584,126,33806,15011199.59,1.686673652,1.859208314,,1.386,1.42
15199,1,9348.163324,9.0487,0.0455,2,0,1,0,0,41,0,0.0014,1,1000,270.09,529,39,33807,15011469.68,1.686723544,1.859241766,,1.386,1.427
15200,1,9348.163325,9.0487,0.0455,1,2,1,0,3,44,333,0.0014,1,500,385.858,574,39,33808,15011855.54,1.686773437,1.859289557,,1.386,1.427
15201,1,9348.549921,8.7741,0.0423,2,0,1,0,1,43,1000,0.0014,1,1000,256.561,520,29,33809,15012112.1,1.68682333,1.859321333,,1.388,1.428
15202,1,9348.553747,8.9145,0.0438,2,3,1,0,4,46,250,0.0014,1,333,378.401,480,29,33810,15012490.5,1.686873223,1.8593682,,1.388,1.428
15203,1,9348.55375,8.9145,0.0438,1,0,1,0,1,43,1000,0.0014,1,1000,331.042,549,34,33811,15012821.55,1.686923115,1.859409202,,1.388,1.428
15204,1,9348.571465,8.9724,0.0455,2,2,1,0,3,42,333,0.0014,1,500,393.727,526,34,33812,15013215.27,1.686973008,1.859457966,,1.388,1.428
15205,1,9349.162417,9.0518,0.0455,2,0,1,0,0,41,0,0.0014,1,1000,249.827,532,34,33813,15013465.1,1.687022901,1.859488908,,1.39,1.431
15206,1,9350.181539,8.3041,0.0447,2,3,1,0,4,44,250,0.0014,1,333,518.761,504,29,33814,15013983.86,1.687072793,1.859553159,,1.394,1.434
15207,1,9350.350022,8.7924,0.0426,2,0,1,0,0,41,0,0.0014,1,1000,298.528,575,39,33815,15014282.39,1.687122686,1.859590134,,1.395,1.436
15208,1,9350.556716,8.9724,0.0443,2,2,2,0,6,49,333,0.0014,1,500,608.067,417,146,33817,15014890.46,1.687222472,1.859665446,,1.396,1.436
15209,1,9350.556718,8.9724,0.0443,1,0,1,0,1,43,1000,0.0014,1,1000,429.697,486,34,33818,15015320.15,1.687272364,1.859718665,,1.396,1.436
15210,1,9351.158267,9.0121,0.045,2,0,1,0,1,42,1000,0.0014,1,1000,242.533,590,34,33819,15015562.69,1.687322257,1.859748705,,1.398,1.439
15211,1,9351.162852,9.0487,0.0455,2,2,1,0,2,42,500,0.0014,1,500,369.291,506,29,33820,15015931.98,1.68737215,1.859794443,,1.398,1.439
15212,1,9351.162854,9.0487,0.0455,1,0,1,0,0,41,0,0.0014,1,1000,511.815,515,29,33821,15016443.79,1.687422043,1.859857833,,1.398,1.439
15213,1,9351.360084,9.0365,0.0451,1,2,1,0,3,44,333,0.0016,1,500,450.57,503,156,33822,15016894.36,1.687471935,1.859913639,,1.399,1.44
15214,1,9351.964447,9.0304,0.0461,2,5,1,0,5,41,200,0.0014,1,200,569.452,441,34,33823,15017463.81,1.687521828,1.859984168,,1.402,1.443
15215,1,9351.964451,9.0304,0.0461,1,1,1,0,1,46,1000,0.0016,1,1000,748.693,494,39,33824,15018212.51,1.687571721,1.860076898,,1.402,1.443
15219,1,9352.947223,8.6398,0.0414,2,0,1,0,0,41,0,0.0014,1,1000,223.634,593,39,33828,15019633.42,1.687771292,1.860252884,,1.406,1.447
15220,1,9353.563729,9.0487,0.0454,2,1,7,0,46,47,152,0.0014,1,1000,972.631,403,112,33835,15020606.05,1.688120541,1.860373349,,1.408,1.449
15221,1,9353.56373,9.0487,0.0454,1,6,3,0,24,54,125,0.0016,2,333,1279,390,107,33838,15021885.05,1.688270219,1.860531759,,1.408,1.449
15222,1,9353.762913,9.0304,0.0456,1,0,1,0,1,44,1000,0.0014,1,1000,548.179,512,29,33839,15022433.23,1.688320112,1.860599654,,1.409,1.45
15223,1,9353.953637,8.8961,0.0435,2,3,1,0,4,47,250,0.0014,1,333,483.632,444,34,33840,15022916.86,1.688370004,1.860659554,,1.41,1.45
15224,1,9353.953637,8.8961,0.0435,1,3,1,0,4,46,250,0.0014,1,333,500.882,501,161,33841,15023417.74,1.688419897,1.86072159,,1.41,1.45
15225,1,9354.34903,8.7283,0.042,2,0,1,0,3,43,333,0.0014,1,1000,252.197,526,34,33842,15023669.94,1.68846979,1.860752826,,1.411,1.453
15227,1,9354.770759,8.9724,0.0461,2,5,4,0,50,55,80,0.0014,2,400,2064,351,141,33847,15026005.86,1.688719254,1.861042141,,1.413,1.454
15228,1,9354.770759,8.9724,0.0461,1,5,5,0,48,52,104,0.0014,2,400,1276,398,161,33852,15027281.86,1.688968717,1.86120018,,1.413,1.454
15229,1,9355.053433,1.1567,0.0092,1,0,1,0,1,41,1000,0.0016,1,1000,257.154,462,68,33853,15027539.02,1.68901861,1.86123203,,1.414,1.456
15230,1,9355.36978,8.9938,0.0461,1,3,2,0,8,48,250,0.0016,1,333,504.215,443,112,33855,15028043.23,1.689118395,1.861294479,,1.416,1.457
15231,1,9355.36978,8.9938,0.0461,2,3,1,0,4,48,250,0.0014,1,333,452.897,435,112,33856,15028496.13,1.689168288,1.861350573,,1.416,1.457
15232,1,9355.758659,9.006,0.0451,2,5,2,0,10,50,200,0.0014,2,400,881.445,410,141,33858,15029377.58,1.689268074,1.861459745,,1.417,1.459
15233,1,9355.75866,9.006,0.0451,1,5,2,0,10,46,200,0.0014,2,400,626.966,450,34,33860,15030004.54,1.689367859,1.861537397,,1.417,1.459
15234,1,9355.766032,9.0152,0.0456,2,3,1,0,4,45,250,0.0014,1,333,549.674,445,29,33861,15030554.22,1.689417752,1.861605477,,1.417,1.459
15235,1,9355.766033,9.0152,0.0456,1,3,1,0,3,44,333,0.0014,1,333,570.962,486,29,33862,15031125.18,1.689467645,1.861676193,,1.417,1.459
15236,1,9355.954924,8.9694,0.0442,2,0,1,0,0,40,0,0.0014,1,1000,212.191,611,68,33863,15031337.37,1.689517537,1.861702474,,1.418,1.46
15237,1,9355.967358,9.0304,0.0459,1,0,1,0,0,40,0,0.0016,1,1000,332.492,595,39,33864,15031669.86,1.68956743,1.861743654,,1.418,1.46
15239,1,9356.162458,9.0304,0.0455,2,5,2,0,5,44,400,0.0014,2,400,302.941,485,141,33867,15032234.84,1.689717108,1.86181363,,1.419,1.46
15240,1,9356.16246,9.0304,0.0455,1,3,1,0,3,42,333,0.0016,1,333,307.935,583,161,33868,15032542.77,1.689767001,1.861851768,,1.419,1.46
15241,1,9356.277598,1.1689,0.0065,1,0,1,0,19,41,53,0.0014,1,1000,334.609,454,68,33869,15032877.38,1.689816894,1.861893211,,1.419,1.461
15242,1,9356.75811,9.0152,0.0447,2,0,1,0,3,42,333,0.0014,1,1000,350.001,523,39,33870,15033227.38,1.689866786,1.861936561,,1.421,1.463
15243,1,9356.771532,8.9663,0.0461,2,3,1,0,4,45,250,0.0014,1,333,374.971,461,29,33871,15033602.35,1.689916679,1.861983002,,1.421,1.463
15244,1,9356.771536,8.9663,0.0461,1,0,1,0,0,40,0,0.0016,1,1000,364.242,594,29,33872,15033966.59,1.689966572,1.862028115,,1.421,1.463
15247,1,9358.364503,9.0365,0.0458,2,0,1,0,3,43,333,0.0014,1,1000,282.001,510,39,33876,15034812.13,1.690166143,1.862132839,,1.428,1.47
15248,1,9358.563458,9.0304,0.0455,2,0,1,0,0,41,0,0.0014,1,1000,238.44,583,34,33877,15035050.57,1.690216036,1.862162371,,1.429,1.471
15251,1,9359.273476,1.0224,0.0065,1,0,1,0,1,42,1000,0.0014,1,1000,113.514,649,87,33895,15040355.08,1.691114105,1.86281936,,1.432,1.474
15252,1,9359.273476,1.0224,0.0065,2,0,1,0,3,41,333,0.0014,1,1000,209.71,542,87,33896,15040564.79,1.691163997,1.862845334,,1.432,1.474
15253,1,9359.473344,1.0224,0.0066,2,0,1,0,0,40,0,0.0014,1,1000,195.72,574,126,33897,15040760.51,1.69121389,1.862869575,,1.433,1.475
15254,1,9359.548489,8.7008,0.042,2,1,1,0,3,45,333,0.0014,1,1000,373.082,480,107,33898,15041133.59,1.691263783,1.862915782,,1.433,1.475
15255,1,9359.54849,8.7008,0.042,1,0,1,0,1,44,1000,0.0014,1,1000,402.747,528,29,33899,15041536.34,1.691313676,1.862965665,,1.433,1.475
15256,1,9359.747488,8.6489,0.0417,2,2,2,0,5,47,400,0.0014,1,500,440.468,451,146,33901,15041976.81,1.691413461,1.863020219,,1.434,1.476
15257,1,9359.74749,8.6489,0.0417,1,0,1,0,28,44,36,0.0014,1,1000,451.557,478,34,33902,15042428.36,1.691463354,1.863076146,,1.434,1.476
15258,1,9359.957699,9.0274,0.0448,2,0,1,0,0,40,0,0.0014,1,1000,170.966,637,92,33903,15042599.33,1.691513247,1.863097321,,1.435,1.477
15259,1,9359.967009,9.0091,0.0462,1,0,1,0,0,41,0,0.0014,1,1000,251.626,652,29,33904,15042850.96,1.691563139,1.863128487,,1.435,1.477
15260,1,9360.073176,1.0193,0.0067,2,0,1,0,0,41,0,0.0014,1,1000,183.439,569,126,33905,15043034.4,1.691613032,1.863151207,,1.435,1.477
15261,1,9360.073177,1.0193,0.0067,1,0,1,0,0,41,0,0.0014,1,1000,130.682,607,156,33906,15043165.08,1.691662925,1.863167392,,1.435,1.477
15263,1,9360.473299,1.0163,0.0067,2,0,1,0,4,42,250,0.0014,1,1000,317.223,484,34,33908,15044312.08,1.69176271,1.863309453,,1.437,1.479
15264,1,9360.473299,1.0163,0.0067,1,0,1,0,3,41,333,0.0014,1,1000,164.626,558,34,33909,15044476.71,1.691812603,1.863329844,,1.437,1.479
15265,1,9360.556536,8.9816,0.0447,1,2,1,0,3,43,333,0.0016,1,500,350.688,555,39,33910,15044827.4,1.691862496,1.863373278,,1.437,1.479
15266,1,9360.5579,9.0213,0.0446,2,3,1,0,4,44,250,0.0014,1,333,338.258,465,112,33911,15045165.65,1.691912388,1.863415172,,1.437,1.479
15267,1,9360.566378,9.0304,0.0459,2,24,6,0,58,51,103,0.0014,3,125,1404,318,112,33917,15046569.65,1.692211745,1.863589064,,1.437,1.479
15268,1,9360.566381,9.0304,0.0459,1,3,4,0,33,54,121,0.0016,1,333,1613,333,107,33921,15048182.65,1.692411316,1.863788842,,1.437,1.479
15271,1,9361.073313,1.0163,0.0065,2,0,1,0,1,41,1000,0.0014,1,1000,175.282,589,126,33924,15048853.39,1.692560994,1.863871916,,1.439,1.482
15272,1,9361.073313,1.0163,0.0065,1,0,1,0,0,41,0,0.0014,1,1000,107.703,628,39,33925,15048961.09,1.692610887,1.863885255,,1.439,1.482
15273,1,9361.162755,9.0426,0.0457,2,0,1,0,0,41,0,0.0014,1,1000,294.276,559,39,33926,15049255.37,1.692660779,1.863921703,,1.44,1.482
15274,1,9361.273354,1.0071,0.0065,2,0,1,0,5,44,200,0.0014,1,1000,342.978,443,126,33927,15049598.35,1.692710672,1.863964183,,1.44,1.483
15275,1,9361.273355,1.0071,0.0065,1,0,1,0,4,45,250,0.0014,1,1000,224.958,533,156,33928,15049823.3,1.692760565,1.863992044,,1.44,1.483
15276,1,9361.366407,9.0152,0.0457,1,0,1,0,0,41,0,0.0014,1,1000,400.727,564,34,33929,15050224.03,1.692810458,1.864041676,,1.441,1.483
15277,1,9361.47342,1.0193,0.0066,2,1,1,0,1,44,1000,0.0014,1,1000,302.827,493,34,33930,15050526.86,1.69286035,1.864079183,,1.441,1.483
15278,1,9361.473421,1.0193,0.0066,1,0,1,0,1,43,1000,0.0014,1,1000,170.044,557,126,33931,15050696.9,1.692910243,1.864100244,,1.441,1.483
15281,1,9361.673342,1.0193,0.0069,2,0,1,0,5,44,200,0.0014,1,1000,334.648,462,126,33936,15052609.39,1.693159707,1.864337115,,1.442,1.484
15282,1,9361.673342,1.0193,0.0069,1,0,1,0,4,44,250,0.0014,1,1000,206.552,540,126,33937,15052815.94,1.693209599,1.864362697,,1.442,1.484
15283,1,9361.873277,1.0224,0.0065,1,2,2,0,6,45,333,0.0014,1,500,257.914,484,126,33939,15053073.85,1.693309385,1.86439464,,1.443,1.485
15284,1,9361.873279,1.0224,0.0065,2,1,2,0,8,46,250,0.0014,1,1000,396.988,440,126,33941,15053470.84,1.69340917,1.864443809,,1.443,1.485
15285,1,9361.969732,8.9999,0.046,2,0,1,0,3,42,333,0.0014,1,1000,288.474,543,29,33942,15053759.31,1.693459063,1.864479538,,1.443,1.486
15286,1,9361.969736,8.9999,0.046,1,0,1,0,0,40,0,0.0014,1,1000,256.291,579,29,33943,15054015.6,1.693508956,1.86451128,,1.443,1.486
15287,1,9362.073366,1.0224,0.0066,2,0,1,0,1,41,1000,0.0014,1,1000,266.39,525,34,33944,15054281.99,1.693558848,1.864544274,,1.444,1.486
15288,1,9362.073366,1.0224,0.0066,1,0,1,0,0,41,0,0.0014,1,1000,151.999,626,39,33945,15054433.99,1.693608741,1.8645631,,1.444,1.486
15289,1,9362.542493,8.3438,0.0394,1,8,15,2,124,62,121,0.0014,3,375,8876,365,146,33960,15063309.99,1.694357132,1.865662435,,1.446,1.486
15290,1,9362.542493,8.3438,0.0394,2,7,17,2,128,58,133,0.0014,3,428,8233,383,107,33977,15071542.99,1.695205309,1.866682131,,1.446,1.486
15291,1,9362.546103,8.5543,0.041,2,3,1,0,4,49,250,0.0014,1,333,503.175,422,112,33978,15072046.17,1.695255201,1.866744452,,1.446,1.486
15292,1,9362.546103,8.5543,0.041,1,3,1,0,4,46,250,0.0014,1,333,312.09,498,156,33979,15072358.26,1.695305094,1.866783106,,1.446,1.486
15298,1,9363.165943,9.0274,0.046,1,3,2,0,8,43,250,0.0014,1,333,526.597,497,34,33990,15075582.11,1.695853914,1.867182395,,1.448,1.491
15299,1,9363.165943,9.0274,0.046,2,3,1,0,4,45,250,0.0014,1,333,380.414,469,112,33991,15075962.52,1.695903807,1.867229511,,1.448,1.491
