,ID,time,PARA1,PARA2,CH,RISE,COUN,ENER,DURATION,AMP,A-FRQ,RMS,PCNTS,I-FRQ,ABS-ENERGY,FRQ-C,P-FRQ,Cum Count,Cum Energy,NCC,NCE,Image Index,Size,FCDN Size
7917,1,7526.492695,8.5421,0.0341,2,2,1,0,3,44,333,0.0014,1,500,311.589,511,156,20043,8073974.274,1,1.000000034,,0.001,0.005
7918,1,7526.492698,8.5421,0.0341,1,0,1,0,0,42,0,0.0014,1,1000,393.76,566,29,20044,8074368.034,1.000049893,1.000048803,,0.001,0.005
7919,1,7526.501968,8.9663,0.0369,1,5,2,0,6,45,333,0.0014,2,400,602.266,466,34,20046,8074970.3,1.000149678,1.000123396,,0.001,0.005
7920,1,7526.501968,8.9663,0.0369,2,5,2,0,6,46,333,0.0014,2,400,520.384,466,141,20048,8075490.684,1.000249464,1.000187849,,0.001,0.005
7926,1,7528.306848,9.0274,0.038,2,0,1,0,0,42,0,0.0014,1,1000,224.512,613,29,20075,8082063.411,1.001596567,1.001001912,,0.003,0.005
7927,1,7528.317036,9.0213,0.039,2,0,1,0,0,40,0,0.0014,1,1000,342.454,540,34,20076,8082405.865,1.00164646,1.001044326,,0.003,0.005
7928,1,7530.304057,8.9877,0.0377,2,4,2,0,5,48,400,0.0014,2,500,573.266,443,141,20078,8082979.131,1.001746246,1.001115328,,0.005,0.005
7929,1,7530.304059,8.9877,0.0377,1,3,1,0,4,45,250,0.0014,1,333,459.728,494,161,20079,8083438.859,1.001796138,1.001172268,,0.005,0.005
7933,1,7531.110781,9.0304,0.0388,2,0,1,0,1,44,1000,0.0014,1,1000,350.425,576,34,20090,8086584.149,1.002344958,1.001561827,,0.006,0.005
7934,1,7531.110782,9.0304,0.0388,1,0,1,0,0,40,0,0.0016,1,1000,423.466,618,34,20091,8087007.615,1.002394851,1.001614275,,0.006,0.005
7955,1,7536.720622,8.8687,0.0388,2,5,2,0,49,51,41,0.0014,2,400,1062,381,156,20132,8100802.784,1.004440453,1.003322872,,0.012,0.014
7956,1,7536.720623,8.8687,0.0388,1,5,2,0,6,49,333,0.0016,2,400,762.204,442,156,20134,8101564.988,1.004540238,1.003417275,,0.012,0.014
7958,1,7537.7049,9.0121,0.0378,2,2,1,0,2,40,500,0.0014,1,500,228.648,562,39,20136,8101997.597,1.004640024,1.003470855,,0.013,0.018
7959,1,7538.492041,8.4719,0.034,2,0,1,0,3,44,333,0.0014,1,1000,275.371,494,126,20137,8102272.968,1.004689917,1.003504961,,0.014,0.018
7960,1,7539.510009,9.0213,0.0386,2,0,1,0,0,40,0,0.0014,1,1000,213.18,564,34,20138,8102486.148,1.004739809,1.003531365,,0.015,0.02
7961,1,7539.517287,8.9877,0.039,1,0,1,0,0,40,0,0.0016,1,1000,188.855,596,63,20139,8102675.003,1.004789702,1.003554755,,0.015,0.02
7972,1,7543.182943,2.2309,0.0121,1,6,1,0,6,40,167,0.0016,1,166,298.297,511,63,20157,8107892.641,1.005687771,1.004200985,,0.019,0.024
7978,1,7544.105992,9.0121,0.0379,2,0,1,0,2,40,500,0.0014,1,1000,231.47,517,34,20193,8129724.594,1.00748391,1.006904976,,0.02,0.024
7979,1,7544.909006,9.0304,0.0385,2,0,1,0,4,47,250,0.0014,1,1000,355.545,488,107,20194,8130080.139,1.007533802,1.006949012,,0.021,0.024
7980,1,7544.909007,9.0304,0.0385,1,0,1,0,1,41,1000,0.0014,1,1000,258.927,526,29,20195,8130339.066,1.007583695,1.006981081,,0.021,0.024
7983,1,7547.714371,9.0304,0.039,2,3,1,0,4,47,250,0.0014,1,333,499.081,450,141,20198,8131549.565,1.007733373,1.007131007,,0.024,0.029
7984,1,7547.714371,9.0304,0.039,1,3,1,0,3,44,333,0.0016,1,333,351.629,534,161,20199,8131901.194,1.007783266,1.007174558,,0.024,0.029
7989,1,7548.502627,8.945,0.0373,1,0,1,0,0,41,0,0.0016,1,1000,393.595,575,29,20206,8134060.286,1.008132515,1.007441972,,0.025,0.029
7997,1,7552.188264,1.7792,0.0095,1,1,3,0,51,47,59,0.0016,1,1000,1082,320,68,20232,8142877.715,1.009429726,1.008534052,,0.029,0.029
7998,1,7552.188292,1.7823,0.0095,2,0,1,0,8,42,125,0.0014,1,1000,417.96,445,73,20233,8143295.675,1.009479619,1.008585818,,0.029,0.029
7999,1,7552.199032,1.2268,0.0057,1,19,1,0,19,40,53,0.0016,1,52,320.357,482,68,20234,8143616.032,1.009529512,1.008625496,,0.029,0.029
8004,1,7553.126554,8.475,0.0386,2,4,2,0,5,45,400,0.0014,2,500,380.332,489,141,20240,8145405.504,1.009828868,1.008847131,,0.03,0.029
8005,1,7553.126555,8.475,0.0386,1,0,1,0,0,40,0,0.0016,1,1000,331.449,580,29,20241,8145736.953,1.009878761,1.008888182,,0.03,0.029
8557,1,7840.255465,1.2024,0.003,1,1,1,0,1,40,1000,0.001,1,1000,736.253,541,19,21081,8707975.1,1.051788654,1.078524045,,0.038,0.042
8558,1,7840.272939,1.9166,0.0053,2,0,1,14,0,40,0,0.0012,1,1000,226.533,521,43,21082,8708201.633,1.051838547,1.078552102,,0.038,0.042
8559,1,7840.288175,2.8474,0.0095,2,34,2,0,35,41,57,0.0012,2,58,747.847,388,39,21084,8708949.48,1.051938333,1.078644727,,0.038,0.042
8560,1,7840.289527,2.9359,0.0097,1,13,5,0,92,43,54,0.001,3,230,836.214,389,151,21089,8709785.694,1.052187796,1.078748296,,0.038,0.042
8561,1,7840.290211,2.9939,0.0097,2,11,5,0,47,47,106,0.0012,2,181,881.806,353,180,21094,8710667.5,1.05243726,1.078857512,,0.038,0.042
8562,1,7840.292374,3.1343,0.0105,2,17,5,0,50,46,100,0.0012,3,176,944.43,360,156,21099,8711611.93,1.052686724,1.078974484,,0.038,0.042
8563,1,7840.292397,3.1404,0.0105,1,0,1,0,3,41,333,0.001,1,1000,458.449,470,156,21100,8712070.379,1.052736616,1.079031265,,0.038,0.042
8564,1,7840.295699,3.3723,0.0114,2,0,1,0,1,42,1000,0.0012,1,1000,335.399,483,156,21101,8712405.778,1.052786509,1.079072806,,0.038,0.042
8565,1,7840.299103,3.6073,0.0126,2,13,3,0,32,46,94,0.0012,2,153,587.483,378,161,21104,8712993.261,1.052936187,1.079145568,1104161438,0.038,0.042
8566,1,7840.300793,3.7477,0.013,2,0,1,0,1,42,1000,0.0012,1,1000,306.5,492,68,21105,8713299.761,1.05298608,1.07918353,,0.038,0.042
8567,1,7840.302523,3.8392,0.0137,2,0,1,0,0,40,0,0.0012,1,1000,408.208,511,39,21106,8713707.969,1.053035973,1.079234088,,0.038,0.042
8568,1,7840.309176,4.2879,0.0153,2,16,4,0,38,46,105,0.0012,2,125,692.43,368,151,21110,8714400.399,1.053235544,1.079319849,,0.038,0.042
8569,1,7840.3109,4.3886,0.0165,2,0,1,0,10,41,100,0.0012,1,1000,355.441,455,34,21111,8714755.84,1.053285436,1.079363872,,0.038,0.042
8570,1,7840.313247,4.5289,0.0169,2,0,1,0,1,42,1000,0.0012,1,1000,296.423,489,63,21112,8715052.263,1.053335329,1.079400586,,0.038,0.042
8571,1,7840.32319,5.0233,0.0198,2,21,5,0,45,45,111,0.0012,2,95,800.33,356,161,21117,8715852.593,1.053584793,1.07949971,,0.038,0.042
8572,1,7840.323212,5.0233,0.0198,1,2,1,0,3,42,333,0.001,1,500,456.514,467,156,21118,8716309.107,1.053634685,1.079556252,,0.038,0.042
8573,1,7840.337723,5.3926,0.0224,2,19,17,3,193,59,88,0.0012,5,263,9752,221,156,21135,8726061.107,1.054482862,1.080764083,,0.038,0.042
8574,1,7840.337733,5.3865,0.0225,1,30,14,1,125,52,112,0.001,5,166,3673,266,156,21149,8729734.107,1.05518136,1.081219002,,0.038,0.042
8608,1,7842.905256,8.4414,0.0337,2,0,1,0,0,41,0,0.0014,1,1000,274.697,613,34,21390,8808174.731,1.067205508,1.090934245,,0.041,0.042
8611,1,7844.719202,8.9908,0.0378,1,7,6,0,43,54,140,0.0014,2,285,1911,381,161,21399,8810923.119,1.067654543,1.091274646,,0.043,0.042
8612,1,7844.719204,8.9908,0.0378,2,5,8,1,79,56,101,0.0014,2,400,2759,346,141,21407,8813682.119,1.068053685,1.091616361,,0.043,0.042
8613,1,7844.803952,1.6785,0.0089,1,18,3,0,47,43,64,0.0014,2,111,646.333,376,68,21410,8814328.452,1.068203363,1.091696413,,0.043,0.042
8638,1,7855.957124,6.8789,0.0332,2,0,1,0,0,40,0,0.0014,1,1000,304.986,574,34,21439,8823420.434,1.069650252,1.092822498,,0.05,0.059
8646,1,7856.929323,9.0182,0.0392,2,3,1,0,4,47,250,0.0014,1,333,440.439,438,29,21457,8829912.33,1.070548321,1.09362655,,0.051,0.062
8647,1,7856.929324,9.0182,0.0392,1,3,1,0,3,43,333,0.0014,1,333,332.805,465,34,21458,8830245.135,1.070598214,1.093667769,,0.051,0.062
8654,1,7861.32812,9.0304,0.0392,1,0,1,0,1,43,1000,0.0014,1,1000,475.962,495,29,21541,9149203.784,1.07473931,1.133172312,,0.056,0.067
8655,1,7862.124147,9.0243,0.0388,1,0,1,0,0,41,0,0.0014,1,1000,355.837,610,34,21542,9149559.621,1.074789203,1.133216384,,0.057,0.068
8660,1,7862.920311,9.0274,0.0384,1,0,1,0,0,40,0,0.0014,1,1000,326.825,543,39,21566,9162208.027,1.075986629,1.134782949,,0.058,0.068
8663,1,7864.719857,9.0152,0.0383,1,0,1,0,3,45,333,0.0014,1,1000,312.594,521,63,21584,9165965.621,1.076884698,1.135248345,,0.06,0.068
8664,1,7864.719857,9.0152,0.0383,2,0,1,1,0,40,0,0.0014,1,1000,226.339,564,112,21585,9166191.96,1.076934591,1.135276378,,0.06,0.068
8672,1,7867.279032,5.7314,0.0201,1,0,1,0,1,41,1000,0.0014,1,1000,365.971,527,29,21628,9182111.832,1.079079978,1.13724813,,0.063,0.074
8682,1,7868.279692,5.8077,0.0204,1,0,1,0,3,43,333,0.0014,1,1000,260.287,565,29,21639,9185561.631,1.079628798,1.137675404,,0.064,0.074
8683,1,7868.279694,5.8077,0.0204,2,0,1,0,1,41,1000,0.0014,1,1000,236.722,584,126,21640,9185798.353,1.079678691,1.137704723,,0.064,0.074
8690,1,7869.079837,5.8382,0.0207,2,0,1,0,4,43,250,0.0014,1,1000,332.729,500,126,21648,9188578.091,1.080077833,1.138049007,,0.065,0.076
8691,1,7869.079838,5.8382,0.0207,1,0,1,0,3,45,333,0.0014,1,1000,333.673,514,131,21649,9188911.764,1.080127725,1.138090334,,0.065,0.076
8701,1,7870.079784,5.8473,0.0208,2,0,1,0,1,42,1000,0.0014,1,1000,257.357,508,29,21661,9192254.232,1.080726438,1.138504314,,0.066,0.076
8702,1,7870.079785,5.8473,0.0208,1,0,1,0,1,42,1000,0.0014,1,1000,274.168,521,34,21662,9192528.4,1.080776331,1.138538271,,0.066,0.076
8718,1,7871.679899,5.8321,0.0209,2,0,1,0,0,40,0,0.0014,1,1000,293.218,570,29,21680,9197788.823,1.0816744,1.1391898,,0.068,0.076
8727,1,7872.525804,9.0243,0.0391,2,2,3,0,18,45,167,0.0014,1,500,809.462,432,141,21692,9201186.718,1.082273113,1.139610645,,0.069,0.076
8728,1,7872.525804,9.0243,0.0391,1,5,2,0,23,46,87,0.0014,1,200,898.023,430,39,21694,9202084.741,1.082372898,1.139721869,,0.069,0.076
8741,1,7876.878402,5.6917,0.0199,1,2,1,0,2,40,500,0.0014,1,500,306.867,502,29,21770,9224868.906,1.086164746,1.142543796,,0.074,0.076
8742,1,7876.878407,5.6917,0.0199,2,0,1,0,0,40,0,0.0014,1,1000,258.307,503,29,21771,9225127.213,1.086214639,1.142575789,,0.074,0.076
8747,1,7877.678277,5.6459,0.0202,1,0,1,0,1,41,1000,0.0014,1,1000,338.577,647,131,21776,9226588.875,1.086464102,1.142756823,,0.075,0.076
8748,1,7877.67828,5.6459,0.0202,2,0,1,0,0,40,0,0.0014,1,1000,264.475,559,126,21777,9226853.35,1.086513995,1.142789579,,0.075,0.076
8752,1,7879.518132,8.9969,0.0381,2,6,3,0,19,45,158,0.0014,2,333,665.841,419,141,21784,9228971.258,1.086863244,1.143051892,,0.077,0.088
8753,1,7879.518132,8.9969,0.0381,1,5,2,0,8,49,250,0.0014,1,200,550.028,430,63,21786,9229521.286,1.086963029,1.143120016,,0.077,0.088
8769,1,7889.731964,8.9694,0.0397,2,0,1,0,1,43,1000,0.0014,1,1000,229.662,549,29,21813,9235898.922,1.088310133,1.143909916,,0.089,0.099
8770,1,7889.731965,8.9694,0.0397,1,0,1,0,0,40,0,0.0014,1,1000,316.451,536,34,21814,9236215.373,1.088360026,1.14394911,,0.089,0.099
8777,1,7893.132926,8.9572,0.0394,2,0,1,0,0,42,0,0.0014,1,1000,235.614,529,29,21824,9239852.633,1.088858953,1.144399602,,0.093,0.099
8784,1,7895.523504,9.0487,0.0389,1,0,1,0,1,44,1000,0.0014,1,1000,295.382,562,29,21837,9242903.817,1.089507559,1.144777506,,0.096,0.106
8785,1,7895.523505,9.0487,0.0389,2,0,1,0,0,40,0,0.0014,1,1000,228.061,550,112,21838,9243131.878,1.089557451,1.144805752,,0.096,0.106
8789,1,7897.31259,8.8534,0.0365,2,3,1,0,4,48,250,0.0014,1,333,447.421,438,141,21852,9247535.13,1.09025595,1.145351116,,0.098,0.108
8790,1,7897.31259,8.8534,0.0365,1,2,1,0,3,45,333,0.0014,1,500,430.56,483,39,21853,9247965.69,1.090305842,1.145404443,,0.098,0.108
8793,1,7898.917308,8.9816,0.0381,2,5,2,0,41,52,49,0.0014,2,400,1077,367,141,21857,9250050.035,1.090505413,1.145662599,,0.1,0.111
8794,1,7898.917308,8.9816,0.0381,1,5,3,0,25,50,120,0.0014,2,400,806.281,406,161,21860,9250856.316,1.090655092,1.14576246,,0.1,0.111
8804,1,7904.720098,9.0396,0.0388,1,0,1,0,0,40,0,0.0014,1,1000,256.667,566,29,21873,9254534.863,1.091303697,1.146218066,,0.107,0.117
8805,1,7904.720098,9.0396,0.0388,2,0,1,0,0,40,0,0.0014,1,1000,217.026,545,29,21874,9254751.889,1.09135359,1.146244946,,0.107,0.117
8806,1,7904.727086,9.0274,0.0394,2,2,1,0,3,43,333,0.0014,1,500,507.175,539,39,21875,9255259.064,1.091403483,1.146307762,,0.107,0.117
8807,1,7904.727087,9.0274,0.0394,1,2,1,0,2,40,500,0.0014,1,500,524.789,509,39,21876,9255783.853,1.091453375,1.146372759,,0.107,0.117
8815,1,7906.521718,9.0396,0.0389,2,5,8,1,69,57,116,0.0014,2,400,3160,289,141,21897,9262798.032,1.092501123,1.147241499,,0.109,0.119
8816,1,7906.521718,9.0396,0.0389,1,5,5,0,65,54,77,0.0014,2,400,1989,323,161,21902,9264787.032,1.092750586,1.147487846,,0.109,0.119
8821,1,7908.110726,8.8015,0.0362,2,2,2,0,415,43,5,0.0014,1,500,559,463,112,21931,9274695.08,1.094197475,1.148715005,,0.111,0.121
8822,1,7908.110727,8.8015,0.0362,1,0,1,0,3,47,333,0.0014,1,1000,549.131,472,39,21932,9275244.211,1.094247368,1.148783017,,0.111,0.121
8827,1,7909.010425,1.3031,0.0067,1,0,1,0,0,40,0,0.0014,1,1000,247.361,512,68,21940,9277134.487,1.09464651,1.149017137,,0.112,0.121
8832,1,7910.518954,9.0182,0.0381,1,0,3,0,5,45,600,0.0014,1,1000,386.854,1480,34,21982,9303483.109,1.096742005,1.152280539,,0.114,0.121
8833,1,7912.119667,8.9969,0.0387,2,6,4,0,26,54,154,0.0014,2,333,1523,387,141,21986,9305006.109,1.096941576,1.152469169,,0.116,0.121
8834,1,7912.119668,8.9969,0.0387,1,0,4,0,27,47,148,0.0014,1,1000,623.121,453,161,21990,9305629.23,1.097141147,1.152546346,,0.116,0.121
8837,1,7913.121589,9.0213,0.0385,2,0,1,0,0,40,0,0.0014,1,1000,302.968,563,29,21993,9306697.376,1.097290825,1.152678641,,0.117,0.121
8843,1,7913.918866,9.0152,0.0381,2,3,2,0,6,46,333,0.0014,1,333,487.097,481,39,22002,9309696.33,1.097739859,1.153050075,,0.118,0.121
8844,1,7913.918867,9.0152,0.0381,1,0,1,0,3,42,333,0.0014,1,1000,520.601,491,39,22003,9310216.931,1.097789752,1.153114554,,0.118,0.121
8845,1,7915.519877,9.0304,0.0385,2,0,1,0,0,40,0,0.0014,1,1000,171.328,617,29,22004,9310388.259,1.097839645,1.153135774,,0.12,0.132
8850,1,7917.137984,8.6215,0.039,2,0,1,0,3,42,333,0.0014,1,1000,335.357,533,34,22012,9313429.147,1.098238787,1.153512403,,0.122,0.132
8851,1,7917.137987,8.6215,0.039,1,0,1,0,1,43,1000,0.0014,1,1000,353.347,565,63,22013,9313782.494,1.098288679,1.153556166,,0.122,0.132
8874,1,7926.099969,8.0721,0.0322,2,0,1,0,3,41,333,0.0014,1,1000,334.654,538,29,22047,9324325.341,1.099985032,1.154861948,,0.133,0.145
8875,1,7926.099971,8.0721,0.0322,1,0,1,0,1,43,1000,0.0014,1,1000,376.165,600,29,22048,9324701.506,1.100034925,1.154908538,,0.133,0.145
8877,1,7929.324078,9.0213,0.0393,2,2,1,0,3,43,333,0.0014,1,500,352.089,522,29,22050,9325313.402,1.10013471,1.154984324,,0.137,0.148
8878,1,7929.324081,9.0213,0.0393,1,0,1,0,0,40,0,0.0014,1,1000,421.015,563,29,22051,9325734.417,1.100184603,1.155036469,,0.137,0.148
8898,1,7936.522029,9.0365,0.0391,1,5,2,0,5,42,400,0.0014,2,400,356.877,503,63,22130,9358965.086,1.104126129,1.159152245,,0.146,0.158
8899,1,7936.52203,9.0365,0.0391,2,3,1,0,4,48,250,0.0014,1,333,540.692,430,141,22131,9359505.778,1.104176022,1.159219212,,0.146,0.158
8900,1,7936.52498,9.0304,0.0394,2,3,1,0,4,46,250,0.0014,1,333,403.733,447,39,22132,9359909.511,1.104225914,1.159269216,,0.146,0.158
8901,1,7936.524983,9.0304,0.0394,1,0,1,0,0,42,0,0.0014,1,1000,314.467,566,63,22133,9360223.978,1.104275807,1.159308164,,0.146,0.158
8904,1,7938.125509,9.0518,0.0394,1,0,1,0,1,41,1000,0.0014,1,1000,323.019,600,29,22136,9361207.707,1.104425485,1.159430004,,0.148,0.159
8905,1,7938.127084,9.0243,0.0394,2,5,6,0,66,58,91,0.0014,2,400,3374,321,141,22142,9364581.707,1.104724842,1.15984789,,0.148,0.159
8906,1,7938.127109,9.0243,0.0394,1,1,2,0,17,45,118,0.0014,1,1000,541.8,401,161,22144,9365123.507,1.104824627,1.159914994,,0.148,0.159
8908,1,7938.926129,9.0396,0.0396,2,7,9,1,71,56,127,0.0014,2,285,3142,331,112,22154,9368618.311,1.105323554,1.160347842,,0.149,0.161
8909,1,7938.926131,9.0396,0.0396,1,5,5,0,42,56,119,0.0014,2,400,2473,356,161,22159,9371091.311,1.105573018,1.160654135,,0.149,0.161
8918,1,7942.126713,9.0274,0.0397,1,5,2,0,5,45,400,0.0014,2,400,559.658,425,34,22182,9379091.167,1.106720551,1.161644955,,0.153,0.163
8919,1,7942.126713,9.0274,0.0397,2,5,2,0,8,50,250,0.0014,2,400,800.284,384,141,22184,9379891.451,1.106820336,1.161744074,,0.153,0.163
8930,1,7946.733676,8.8931,0.0398,2,5,2,0,5,47,400,0.0014,2,400,520.626,478,141,22203,9385789.507,1.107768298,1.162474577,,0.159,0.17
8931,1,7946.733676,8.8931,0.0398,1,2,1,0,2,43,500,0.0014,1,500,326.757,536,141,22204,9386116.264,1.107818191,1.162515047,,0.159,0.17
8934,1,7947.537513,8.6581,0.0396,2,0,1,0,0,40,0,0.0014,1,1000,279.32,549,29,22208,9387348.638,1.108017762,1.162667682,,0.16,0.17
8935,1,7947.537516,8.6581,0.0396,1,0,1,0,1,42,1000,0.0014,1,1000,380.037,561,29,22209,9387728.675,1.108067655,1.162714752,,0.16,0.17
8942,1,7949.114534,8.9389,0.0376,2,2,1,0,3,41,333,0.0014,1,500,281.551,590,141,22220,9391202.31,1.108616475,1.163144978,,0.162,0.174
8945,1,7950.729479,9.0213,0.0397,2,2,1,0,2,41,500,0.0014,1,500,310.75,518,34,22226,9393313.343,1.108915831,1.163406439,,0.164,0.175
8946,1,7950.729479,9.0213,0.0397,1,0,1,0,0,40,0,0.0014,1,1000,341.466,565,34,22227,9393654.809,1.108965724,1.163448732,,0.164,0.175
8950,1,7953.122211,9.0396,0.0394,1,0,1,0,1,42,1000,0.0014,1,1000,303.475,553,34,22231,9395194.597,1.109165295,1.163639442,,0.167,0.179
8955,1,7953.880548,5.9816,0.0217,2,0,1,0,0,40,0,0.0014,1,1000,258.891,566,34,22269,9430943.766,1.111061218,1.168067146,,0.168,0.179
8960,1,7954.525514,9.0274,0.0398,2,0,1,0,6,43,167,0.0014,1,1000,428.098,464,107,22274,9432848.553,1.111310682,1.168303063,,0.169,0.179
8961,1,7954.525519,9.0274,0.0398,1,0,1,0,1,45,1000,0.0014,1,1000,342.787,530,107,22275,9433191.34,1.111360575,1.168345519,,0.169,0.179
8962,1,7954.678754,5.7588,0.0204,2,0,1,0,0,40,0,0.0014,1,1000,180.152,633,131,22276,9433371.492,1.111410467,1.168367831,,0.169,0.179
8964,1,7955.277413,5.5757,0.0199,2,0,1,0,0,41,0,0.0014,1,1000,366.857,565,34,22278,9434125.403,1.111510253,1.168461207,,0.17,0.182
8965,1,7955.328323,9.0121,0.0398,2,0,1,0,0,40,0,0.0014,1,1000,282.193,589,34,22279,9434407.596,1.111560146,1.168496158,,0.17,0.182
8967,1,7956.075851,5.3835,0.0192,2,0,1,0,0,41,0,0.0014,1,1000,218.36,594,39,22282,9434979.088,1.111709824,1.16856694,,0.171,0.183
8976,1,7959.27428,5.1973,0.0182,2,0,1,0,0,40,0,0.0014,1,1000,255.278,528,39,22296,9438547.37,1.112408322,1.169008888,,0.175,0.187
8977,1,7959.956519,6.9063,0.034,2,5,2,0,7,49,286,0.0014,2,400,656.832,436,141,22298,9439204.202,1.112508108,1.16909024,,0.176,0.187
8978,1,7959.956519,6.9063,0.034,1,0,1,0,2,41,500,0.0014,1,1000,428.587,555,239,22299,9439632.789,1.112558,1.169143323,,0.176,0.187
8997,1,7963.124192,9.0304,0.0395,2,3,2,0,6,45,333,0.0014,1,333,549.836,486,126,22364,9482350.169,1.115801028,1.174434073,,0.18,0.187
9000,1,7965.322832,9.0304,0.0394,1,0,1,0,1,41,1000,0.0014,1,1000,464.815,570,39,22367,9483414.207,1.115950706,1.174565859,,0.183,0.187
9001,1,7965.46721,4.2848,0.0142,2,0,1,0,0,40,0,0.0014,1,1000,295.091,568,34,22368,9483709.298,1.116000599,1.174602407,,0.183,0.196
9005,1,7966.102418,8.2736,0.0333,1,0,1,0,0,41,0,0.0014,1,1000,219.797,598,29,22379,9487351.379,1.116549419,1.175053496,,0.184,0.196
9006,1,7966.102418,8.2736,0.0333,2,0,1,0,0,40,0,0.0014,1,1000,196.298,571,29,22380,9487547.677,1.116599311,1.175077809,,0.184,0.196
9007,1,7966.127237,9.006,0.0398,2,0,1,0,0,42,0,0.0014,1,1000,413.505,503,141,22381,9487961.182,1.116649204,1.175129023,,0.184,0.196
9008,1,7966.127243,9.006,0.0398,1,0,1,0,0,41,0,0.0014,1,1000,459.18,558,146,22382,9488420.362,1.116699097,1.175185895,,0.184,0.196
9012,1,7967.720804,9.0304,0.0393,2,2,2,0,6,44,333,0.0014,1,500,483.043,435,39,22388,9489950.653,1.116998453,1.175375429,,0.186,0.199
9013,1,7967.720804,9.0304,0.0393,1,4,2,0,5,47,400,0.0014,2,500,529.597,494,29,22390,9490480.25,1.117098239,1.175441022,,0.186,0.199
9014,1,7967.728822,9.0304,0.0398,1,0,1,0,0,41,0,0.0014,1,1000,259.017,634,161,22391,9490739.267,1.117148132,1.175473102,,0.186,0.199
9015,1,7968.532079,8.9511,0.0398,2,3,2,0,6,47,333,0.0014,1,333,517.18,465,34,22393,9491256.447,1.117247917,1.175537158,,0.187,0.2
9019,1,7969.272021,4.8799,0.0172,2,0,1,0,1,41,1000,0.0014,1,1000,329.178,563,29,22397,9492643.161,1.117447488,1.175708909,,0.188,0.2
9034,1,7976.067261,4.2695,0.0141,2,0,1,0,1,41,1000,0.0014,1,1000,569.125,507,87,22415,9498707.695,1.118345557,1.17646003,,0.197,0.21
9047,1,7978.267287,4.3031,0.0141,2,0,1,0,0,40,0,0.0014,1,1000,251.034,566,63,22457,9513086.365,1.120441052,1.178240897,,0.2,0.213
9052,1,7979.067282,4.297,0.0146,2,0,1,0,0,40,0,0.0014,1,1000,336.953,571,63,22464,9515257.887,1.120790301,1.17850985,,0.201,0.214
9063,1,7980.467284,4.3123,0.0143,2,0,1,0,1,41,1000,0.0014,1,1000,203.546,545,63,22490,9523414.88,1.122087512,1.179520132,,0.203,0.216
9064,1,7980.515499,8.9663,0.0384,1,4,4,0,29,49,138,0.0014,2,500,987.351,415,161,22494,9524402.231,1.122287083,1.17964242,,0.203,0.216
9065,1,7980.5155,8.9663,0.0384,2,3,4,0,65,52,62,0.0014,1,333,1414,366,141,22498,9525816.231,1.122486654,1.179817551,,0.203,0.216
9066,1,7980.533512,8.8961,0.04,2,0,1,0,1,42,1000,0.0014,1,1000,322.808,538,29,22499,9526139.039,1.122536546,1.179857532,,0.203,0.216
9076,1,7982.067264,4.2756,0.0142,2,0,1,0,0,41,0,0.0014,1,1000,249.198,519,63,22510,9529982.176,1.123085366,1.180333523,,0.205,0.218
9079,1,7982.800645,1.8525,0.0107,1,0,2,0,28,45,71,0.0014,1,1000,552.648,391,68,22514,9531140.028,1.123284937,1.180476928,,0.206,0.219
9080,1,7982.867313,4.2909,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,282.66,515,63,22515,9531422.688,1.12333483,1.180511937,,0.206,0.219
9083,1,7983.467282,4.294,0.0143,2,8,1,0,9,41,111,0.0014,1,125,284.484,484,63,22518,9532388.32,1.123484508,1.180631535,,0.207,0.219
9090,1,7985.739328,8.5055,0.0394,2,0,3,0,36,45,83,0.0014,1,1000,574.123,460,34,22527,9534949.094,1.123933543,1.180948699,,0.21,0.223
9091,1,7985.739328,8.5055,0.0394,1,5,2,0,9,47,222,0.0016,2,400,811.262,450,34,22529,9535760.356,1.124033328,1.181049178,,0.21,0.223
9094,1,7986.467352,4.2726,0.0142,2,0,1,0,0,40,0,0.0014,1,1000,330.693,527,29,22532,9536751.18,1.124183007,1.181171896,,0.211,0.224
9095,1,7986.609957,1.3001,0.0072,1,0,1,0,19,41,53,0.0014,1,1000,403.322,462,68,22533,9537154.502,1.124232899,1.18122185,,0.211,0.224
9100,1,7987.267361,4.2787,0.0142,2,0,1,0,0,40,0,0.0014,1,1000,276.93,485,39,22538,9538583.682,1.124482363,1.18139886,,0.212,0.225
9103,1,7988.067353,4.2817,0.0143,2,0,1,0,0,41,0,0.0014,1,1000,322.521,489,39,22541,9539524.692,1.124632041,1.181515409,,0.213,0.226
9108,1,7988.667353,4.2787,0.0141,2,0,1,0,0,41,0,0.0014,1,1000,261.24,470,63,22546,9541276.162,1.124881505,1.181732337,,0.214,0.226
9114,1,7989.467268,4.3062,0.0142,2,0,1,0,0,41,0,0.0014,1,1000,407.592,507,156,22553,9543510.901,1.125230754,1.18200912,,0.215,0.228
9117,1,7990.329496,8.9938,0.0401,1,3,1,0,3,45,333,0.0014,1,333,411.113,480,29,22556,9544468.157,1.125380432,1.18212768,,0.216,0.229
9118,1,7990.329496,8.9938,0.0401,2,0,1,0,3,41,333,0.0014,1,1000,435.262,446,34,22557,9544903.419,1.125430325,1.18218159,,0.216,0.229
9124,1,7991.067341,4.2787,0.0144,2,0,1,0,0,41,0,0.0014,1,1000,222.264,494,34,22563,9546921.191,1.125729681,1.1824315,,0.217,0.23
